"title"	"year"	"length"	"budget"	"rating"	"votes"	"r1"	"r2"	"r3"	"r4"	"r5"	"r6"	"r7"	"r8"	"r9"	"r10"	"mpaa"	"Action"	"Animation"	"Comedy"	"Drama"	"Documentary"	"Romance"	"Short"
"Dhool"	2003	180	NA	7.3	11	4.5	0	0	0	0	14.5	14.5	24.5	4.5	14.5	""	1	0	0	1	0	0	0
"'A' gai waak"	1983	106	NA	7.1	1259	4.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	24.5	"PG-13"	1	0	1	0	0	0	0
"Resa dei conti, La"	1966	84	NA	7.2	170	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	24.5	24.5	""	0	0	0	0	0	0	0
"Rainbow Brite and the Star Stealer"	1985	97	NA	6.5	139	4.5	4.5	4.5	4.5	4.5	14.5	4.5	14.5	4.5	44.5	""	0	1	0	0	0	0	0
"Wenn du bei mir bist"	1970	101	NA	3	14	4.5	24.5	24.5	4.5	14.5	0	0	14.5	0	0	""	0	0	1	0	0	1	0
"Under Fire"	1957	76	NA	5.4	10	24.5	0	14.5	0	44.5	0	24.5	0	14.5	0	""	0	0	0	1	0	0	0
"Tierno verano de lujurias y azoteas"	1993	91	NA	7.4	29	0	4.5	4.5	4.5	4.5	24.5	4.5	34.5	14.5	4.5	""	0	0	1	0	0	0	0
"Flamingo Road"	1949	94	NA	7	240	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	""	0	0	0	1	0	1	0
"Hikari no ame"	2001	130	NA	7.4	5	0	0	0	0	24.5	0	24.5	44.5	24.5	0	""	0	0	0	1	0	0	0
"Behave Yourself!"	1951	81	NA	5.8	65	4.5	4.5	4.5	4.5	24.5	14.5	24.5	14.5	4.5	4.5	""	0	0	1	0	0	0	0
"Ouija"	2003	104	NA	4	18	14.5	14.5	14.5	14.5	14.5	14.5	4.5	4.5	0	4.5	""	0	0	0	0	0	0	0
"Platzangst"	2002	64	NA	6.8	8	0	0	0	0	24.5	14.5	24.5	14.5	14.5	14.5	""	0	0	0	0	0	1	0
"Jeremiah Johnson"	1972	116	NA	7.3	2207	4.5	4.5	4.5	4.5	4.5	4.5	24.5	24.5	14.5	14.5	""	0	0	0	0	0	0	0
"Taris, roi de l'eau"	1931	10	NA	5.8	46	0	4.5	4.5	4.5	14.5	14.5	24.5	14.5	14.5	4.5	""	0	0	0	0	1	0	1
"Poco... Little Dog Lost"	1977	88	NA	7.8	10	14.5	0	14.5	0	0	14.5	0	14.5	0	64.5	""	0	0	0	1	0	0	0
"Seventh Cross, The"	1944	110	NA	7.2	311	0	4.5	4.5	4.5	4.5	14.5	24.5	34.5	14.5	14.5	""	0	0	0	1	0	0	0
"Melody Cruise"	1933	76	NA	5.1	17	0	4.5	0	14.5	4.5	14.5	14.5	14.5	14.5	14.5	""	0	0	1	0	0	1	0
"Gamers, The"	2003	15	9000	7.1	13	0	0	0	4.5	0	4.5	34.5	14.5	14.5	24.5	""	0	0	0	0	0	0	1
"Guadalcanal Diary"	1943	93	NA	7.2	251	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	""	1	0	0	0	0	0	0
"Paracelsus"	1943	104	NA	6.1	16	0	0	0	4.5	0	44.5	14.5	14.5	0	14.5	""	0	0	0	1	0	0	0
"Painted Faces"	1929	74	NA	5.7	5	0	0	0	24.5	24.5	24.5	24.5	24.5	0	0	""	0	0	0	0	0	0	0
"Video Vixens"	1975	83	NA	3.1	27	24.5	0	4.5	14.5	14.5	14.5	4.5	4.5	4.5	14.5	""	0	0	1	0	0	0	0
"Angel on My Shoulder"	1946	100	NA	7.1	284	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	4.5	4.5	""	0	0	1	0	0	1	0
"My Other Wheelchair Is a Porsche"	2002	12	NA	4.9	9	0	24.5	0	44.5	0	14.5	24.5	0	0	0	""	0	0	0	1	0	0	1
"Glamour"	1934	74	NA	5.2	7	0	0	14.5	14.5	14.5	24.5	24.5	0	0	0	""	0	0	0	1	0	0	0
"Invisible Kid, The"	1988	95	NA	3.9	97	4.5	14.5	4.5	14.5	24.5	14.5	4.5	4.5	4.5	14.5	""	0	0	1	0	0	0	0
"Happy Hooker, The"	1975	96	NA	3.1	108	14.5	24.5	24.5	14.5	14.5	4.5	4.5	4.5	0	4.5	""	0	0	1	0	0	0	0
"Yuryeong"	1999	110	NA	6.1	74	4.5	4.5	4.5	4.5	4.5	24.5	24.5	24.5	14.5	4.5	""	1	0	0	0	0	0	0
"I Like Your Nerve"	1931	62	NA	5.6	36	0	14.5	4.5	14.5	4.5	14.5	34.5	14.5	0	4.5	""	0	0	1	0	0	1	0
"Flying Saucer, The"	1950	69	NA	5.2	39	14.5	14.5	4.5	4.5	24.5	14.5	14.5	4.5	4.5	14.5	""	0	0	0	0	0	0	0
"Fools' Parade"	1971	98	NA	6.1	121	4.5	4.5	4.5	4.5	4.5	14.5	34.5	14.5	4.5	24.5	""	0	0	0	1	0	0	0
"Avventura di Salvator Rosa, Un'"	1939	92	NA	6.6	7	0	0	0	0	0	24.5	44.5	14.5	0	14.5	""	0	0	0	0	0	0	0
"Dracula: Pages from a Virgin's Diary"	2002	73	NA	7.3	292	4.5	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	14.5	""	0	0	0	0	0	0	0
"Mujer, Una"	1975	98	NA	4.5	5	0	24.5	24.5	24.5	24.5	0	0	0	24.5	0	""	0	0	0	1	0	0	0
"Flying Saucer Daffy"	1958	17	NA	5.5	37	14.5	14.5	14.5	4.5	14.5	4.5	14.5	4.5	0	4.5	""	0	0	1	0	0	0	1
"Music Box Kid, The"	1960	75	NA	2.7	6	14.5	0	14.5	14.5	0	14.5	14.5	0	14.5	0	""	0	0	0	1	0	0	0
"Thakshak"	1999	163	NA	5.9	41	0	4.5	0	4.5	24.5	4.5	4.5	24.5	14.5	14.5	""	1	0	0	1	0	0	0
"Chang: A Drama of the Wilderness"	1927	69	NA	7.6	96	4.5	0	0	4.5	4.5	14.5	24.5	24.5	14.5	14.5	""	0	0	0	0	1	0	0
"Prophet Without Honor"	1939	11	NA	8	7	0	0	0	14.5	14.5	14.5	14.5	0	44.5	0	""	0	0	0	1	0	0	1
"Only You"	1994	104	NA	6.1	2518	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	14.5	""	0	0	1	0	0	1	0
"Nuit et jour"	1991	92	NA	5.7	65	4.5	4.5	14.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	""	0	0	0	1	0	0	0
"Handicap"	2004	8	NA	9.8	6	0	0	0	0	0	0	0	0	14.5	84.5	""	0	0	1	0	0	1	1
"Nadando em Dinheiro"	1952	90	NA	7.7	6	0	0	0	0	14.5	14.5	14.5	14.5	0	34.5	""	0	0	1	0	0	0	0
"California Passage"	1950	90	NA	6.3	18	0	0	0	0	4.5	44.5	24.5	14.5	4.5	0	""	0	0	0	0	0	0	0
"Ditto"	1937	17	NA	6.6	9	0	0	0	0	14.5	34.5	44.5	14.5	0	0	""	0	0	1	0	0	0	1
"Brick Doll House"	1967	55	NA	2.2	12	14.5	44.5	14.5	4.5	4.5	0	0	4.5	0	0	""	0	0	0	1	0	0	0
"Butterfly Ball, The"	1976	85	NA	8.1	13	0	0	0	0	4.5	0	0	24.5	24.5	44.5	""	0	1	0	0	0	0	0
"Human Stain, The"	2003	106	NA	6.4	4130	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	"R"	0	0	0	1	0	1	0
"Torture Garden"	1967	93	NA	5.8	103	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5	""	0	0	0	0	0	0	0
"Great Missouri Raid, The"	1951	84	NA	5.9	23	0	0	0	4.5	14.5	34.5	14.5	24.5	0	0	""	0	0	0	0	0	0	0
"I Likes Babies and Infinks"	1937	7	NA	6.5	20	0	0	4.5	14.5	4.5	24.5	14.5	24.5	14.5	14.5	""	0	1	1	0	0	0	1
"Woman Reported, A"	2004	5	NA	5.8	8	14.5	0	14.5	14.5	14.5	0	0	14.5	24.5	14.5	""	0	0	0	0	0	0	1
"Voodoo Island"	1957	76	NA	4.2	76	4.5	4.5	14.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	""	0	0	0	0	0	0	0
"Do ma daan"	1986	104	NA	7.5	419	4.5	4.5	4.5	4.5	4.5	4.5	14.5	14.5	24.5	34.5	""	1	0	1	0	0	0	0
"AkaTaMuS"	1988	101	NA	8	5	0	0	0	0	24.5	0	0	44.5	24.5	24.5	""	0	0	0	1	0	0	0
"Shao Lin mu ren xiang"	1976	106	NA	6.2	192	4.5	4.5	4.5	4.5	4.5	14.5	14.5	24.5	4.5	4.5	""	1	0	0	0	0	0	0
"Foreigner, The"	2003	96	20000000	3.1	904	24.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	4.5	4.5	"R"	1	0	0	0	0	0	0
"Gibel Otrara"	1991	176	NA	8	19	0	0	0	4.5	4.5	14.5	24.5	14.5	14.5	24.5	""	0	0	0	1	0	0	0
"Avventura, L'"	1960	145	NA	7.5	1727	4.5	4.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	34.5	""	0	0	0	1	0	1	0
"Viimeinen savotta"	1977	128	NA	6.7	12	0	0	0	4.5	4.5	24.5	4.5	44.5	4.5	0	""	0	0	0	0	0	0	0
"Eyes of an Angel"	1991	91	NA	4.6	150	14.5	4.5	4.5	14.5	14.5	24.5	4.5	4.5	4.5	14.5	""	0	0	0	1	0	0	0
"Chicken Pox Pal"	1999	10	NA	7.1	19	0	0	0	0	14.5	14.5	14.5	4.5	44.5	14.5	""	0	0	0	0	0	0	1
"Otto ga mita 'Onna no kabako' yori"	1964	92	NA	9.2	5	0	0	0	0	0	0	24.5	0	24.5	64.5	""	0	0	0	1	0	0	0
"Ratchet"	1996	114	NA	4.1	50	24.5	14.5	4.5	14.5	14.5	4.5	4.5	4.5	4.5	4.5	"R"	0	0	0	0	0	0	0
"Oasis, The"	1984	92	NA	4	16	14.5	0	14.5	14.5	0	14.5	14.5	4.5	0	24.5	""	0	0	0	1	0	0	0
"Watermarks"	2004	80	NA	6.6	59	0	0	0	0	4.5	4.5	4.5	14.5	14.5	45.5	""	0	0	0	0	1	0	0
"Kansas"	1998	6	NA	5.6	10	0	14.5	14.5	14.5	0	0	44.5	14.5	14.5	14.5	""	0	0	0	1	0	0	1
"(A)Torzija"	2002	13	NA	7.2	71	4.5	0	4.5	4.5	4.5	4.5	14.5	24.5	14.5	24.5	""	0	0	0	1	0	0	1
"Love Serenade"	1996	101	NA	6.8	492	4.5	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	14.5	"R"	0	0	1	0	0	0	0
"Dangerously They Live"	1942	77	NA	5.9	60	0	4.5	4.5	4.5	4.5	44.5	24.5	4.5	4.5	4.5	""	0	0	0	1	0	0	0
"'15'"	2002	25	NA	6.7	24	4.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	4.5	14.5	""	0	0	0	0	1	0	1
"Touchdown Mickey"	1932	7	NA	6.3	30	0	0	4.5	4.5	4.5	24.5	14.5	24.5	0	24.5	""	0	1	1	0	0	0	1
"Hi-Life"	1998	82	NA	5.7	250	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	4.5	"R"	0	0	1	0	0	1	0
"Femme de mon pote, La"	1983	99	NA	6	138	4.5	4.5	4.5	4.5	14.5	24.5	24.5	4.5	4.5	4.5	""	0	0	1	0	0	1	0
"Belaya kost"	1988	100	NA	4.6	10	34.5	0	0	14.5	24.5	0	0	0	0	44.5	""	0	0	1	0	0	0	0
"Red Hot"	1993	95	NA	4.5	71	4.5	4.5	4.5	4.5	14.5	4.5	4.5	24.5	14.5	14.5	""	0	0	0	1	0	0	0
"Amiche del cuore, Le"	1992	110	NA	6.4	22	4.5	0	4.5	0	4.5	44.5	14.5	14.5	4.5	4.5	""	0	0	0	1	0	0	0
"Lady Vanishes, The"	1938	97	NA	8	4434	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	""	0	0	0	1	0	0	0
"Afgrunden"	1910	38	NA	6	37	4.5	4.5	0	0	14.5	14.5	34.5	14.5	4.5	14.5	""	0	0	0	0	0	0	1
"Aviator, The"	2004	170	116000000	7.5	16217	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	"PG-13"	0	0	0	1	0	0	0
"Undertakings"	1995	30	NA	7.4	5	24.5	0	0	0	0	24.5	0	24.5	44.5	0	""	0	0	0	0	0	0	1
"Fauno, Il"	1917	60	NA	7	5	0	0	0	0	0	24.5	0	84.5	0	0	""	0	0	0	0	0	0	0
"Naked Truth, The"	1992	92	NA	2.8	57	24.5	14.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	24.5	""	0	0	1	0	0	0	0
"Gravel"	2003	16	NA	6.3	16	0	0	0	14.5	14.5	14.5	34.5	0	24.5	0	""	0	0	0	1	0	0	1
"Sayonara"	1957	147	NA	7	583	4.5	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	14.5	""	0	0	1	1	0	1	0
"Valhalla"	2003	19	NA	5	5	0	0	0	0	24.5	0	0	24.5	0	64.5	""	0	0	0	1	0	0	1
"Lady Ice"	1973	93	NA	4.7	44	4.5	4.5	14.5	14.5	24.5	24.5	4.5	4.5	0	4.5	""	0	0	0	1	0	0	0
"Willie the Operatic Whale"	1946	15	NA	7.7	54	0	0	0	4.5	4.5	4.5	24.5	14.5	14.5	34.5	""	0	1	0	1	0	0	1
"Kroppen min"	2002	26	NA	6.6	39	14.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	4.5	""	0	0	0	0	1	0	1
"Biola tak berdawai"	2003	99	NA	5.5	22	14.5	0	0	14.5	4.5	14.5	24.5	14.5	0	14.5	""	0	0	0	1	0	1	0
"Search for Paradise"	1957	120	NA	7.4	5	0	0	0	24.5	0	0	24.5	44.5	0	24.5	""	0	0	0	0	1	0	0
"Porky's Bear Facts"	1941	7	NA	6.8	21	0	4.5	0	4.5	4.5	14.5	34.5	4.5	14.5	14.5	""	0	1	1	0	0	0	1
"Lean on Me"	1989	104	NA	6.9	2451	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	""	0	0	0	1	0	0	0
"Doin' Time on Planet Earth"	1988	85	NA	4.6	65	14.5	4.5	14.5	24.5	4.5	14.5	4.5	4.5	4.5	14.5	""	0	0	1	0	0	0	0
"Flicka och hyacinter"	1950	89	NA	7.6	80	0	0	0	0	4.5	4.5	24.5	34.5	14.5	24.5	""	0	0	0	1	0	0	0
"Sherlock Holmes and the Valley of Fear"	1983	50	NA	3.5	9	0	24.5	0	24.5	0	14.5	0	34.5	14.5	0	""	0	1	0	0	0	0	0
"Tre storie"	1998	85	NA	4	14	14.5	0	0	0	14.5	4.5	24.5	4.5	4.5	24.5	""	0	0	0	0	0	0	0
"Doi cat"	1999	90	NA	5.7	18	0	0	0	14.5	4.5	4.5	4.5	34.5	24.5	14.5	""	0	0	0	1	0	1	0
"Crime de Monsieur Lange, Le"	1936	77	NA	7.6	252	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	""	0	0	1	1	0	0	0
"Mon idole"	2002	108	NA	6.3	234	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	4.5	""	0	0	0	1	0	0	0
"Mannen som ikke kunne le"	1968	98	NA	3.8	36	4.5	14.5	4.5	14.5	14.5	4.5	4.5	4.5	4.5	14.5	""	0	0	1	0	0	0	0
"Jakobine"	1978	105	NA	6.9	5	0	0	0	0	0	24.5	24.5	44.5	0	24.5	""	0	0	0	0	0	0	0
"Budte moim muzhem"	1981	87	NA	6.3	23	0	0	4.5	4.5	4.5	34.5	4.5	14.5	14.5	14.5	""	0	0	1	1	0	1	0
"Open Season"	1999	6	NA	7.5	10	0	0	0	14.5	0	14.5	0	24.5	34.5	34.5	""	0	0	0	0	0	0	1
"What's the Matador"	1942	17	NA	7.6	45	0	0	4.5	0	4.5	4.5	24.5	24.5	14.5	24.5	""	0	0	1	0	0	0	1
"Journey Into the Beyond"	1977	95	NA	5.1	6	14.5	14.5	0	14.5	34.5	0	0	14.5	0	0	""	0	0	0	0	1	0	0
"Her Man"	1930	85	NA	7	11	0	0	0	0	4.5	4.5	4.5	34.5	4.5	24.5	""	0	0	0	1	0	0	0
"My Blind Brother"	2003	14	NA	5.8	22	0	4.5	4.5	0	24.5	4.5	24.5	24.5	0	4.5	""	0	0	0	0	0	0	1
"Yaju no seishun"	1963	92	NA	7.9	148	0	0	4.5	4.5	4.5	4.5	14.5	34.5	14.5	14.5	""	0	0	0	0	0	0	0
"C.K. dezerterzy"	1987	155	NA	6.4	58	0	0	4.5	4.5	4.5	14.5	14.5	24.5	14.5	24.5	""	0	0	1	0	0	0	0
"Homeboy"	1988	115	NA	4.8	239	4.5	4.5	4.5	14.5	14.5	14.5	14.5	14.5	4.5	14.5	""	0	0	0	1	0	0	0
"Morning Glory"	1933	74	NA	6.6	295	4.5	4.5	4.5	4.5	4.5	24.5	24.5	14.5	4.5	4.5	""	0	0	0	1	0	0	0
"It Came from Outer Space... and Stuff"	1999	40	NA	6.2	15	4.5	4.5	4.5	4.5	0	4.5	14.5	24.5	0	34.5	""	0	0	1	0	0	0	1
"Nearly Unadventurous Life of Zoe Cadwaulder, The"	2004	13	NA	9.3	21	0	0	0	0	0	0	4.5	14.5	14.5	64.5	""	0	0	1	0	0	1	1
"Only Once"	1998	56	NA	7.7	11	4.5	0	0	0	0	24.5	4.5	14.5	4.5	24.5	""	0	0	0	1	0	0	1
"Cavalca e uccidi"	1964	82	NA	4.6	8	0	14.5	0	34.5	24.5	24.5	0	0	0	0	""	0	0	0	0	0	0	0
"Tamago"	2004	32	NA	8.7	7	0	0	0	0	0	0	14.5	14.5	45.5	14.5	""	0	0	0	1	0	0	1
"White Face"	2001	14	NA	6.9	69	0	4.5	4.5	4.5	4.5	4.5	4.5	4.5	14.5	64.5	""	0	0	1	0	0	0	1
"Solid Gold Cadillac, The"	1956	99	NA	7.3	215	0	0	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	""	0	0	1	0	0	0	0
"Ute av drift!"	1992	110	NA	6.4	26	14.5	4.5	0	0	4.5	4.5	14.5	14.5	24.5	14.5	""	0	0	1	0	0	0	0
"Dial M for Murder"	1954	105	1400000	7.8	7989	4.5	4.5	4.5	4.5	4.5	4.5	24.5	34.5	24.5	14.5	""	0	0	0	0	0	0	0
"Superman IV: The Quest for Peace"	1987	134	NA	3.3	6171	14.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	4.5	""	1	0	0	0	0	0	0
"Me'ever Layam"	1992	91	NA	5.4	15	4.5	0	0	0	0	14.5	4.5	24.5	4.5	44.5	""	0	0	0	1	0	0	0
"Blaue Licht, Das"	1976	82	NA	7.1	13	0	0	0	0	4.5	0	34.5	34.5	0	34.5	""	0	0	0	0	0	0	0
"Go Fish"	1994	84	15000	5.8	621	4.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	14.5	"R"	0	0	0	0	0	1	0
"Legend"	1985	89	25000000	6.1	7744	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	14.5	""	0	0	0	0	0	1	0
"Hog Wild"	1980	95	NA	4.6	53	4.5	4.5	4.5	14.5	4.5	4.5	4.5	4.5	0	45.5	""	0	0	1	0	0	0	0
"Love Feast, The"	1969	63	NA	2.2	39	44.5	14.5	14.5	4.5	4.5	4.5	4.5	4.5	0	4.5	""	0	0	0	1	0	0	0
"Vive Elle"	1998	75	NA	5.9	43	4.5	4.5	0	0	4.5	4.5	0	0	24.5	64.5	""	0	0	0	0	0	0	0
"Fierecillos se divierten, Los"	1983	90	NA	3.5	10	14.5	14.5	14.5	0	0	14.5	44.5	0	14.5	14.5	""	0	0	1	0	0	0	0
"First Kid"	1996	101	NA	4.9	1043	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5	4.5	"PG"	0	0	1	0	0	0	0
"My Generation"	2000	103	NA	6.9	66	0	0	0	4.5	14.5	14.5	24.5	24.5	4.5	14.5	""	0	0	0	0	1	0	0
"Tiovivo c. 1950"	2004	150	NA	5.6	71	14.5	4.5	0	4.5	4.5	14.5	14.5	4.5	4.5	24.5	""	0	0	1	1	0	0	0
"Safe Men"	1998	88	1000000	6.1	590	4.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	14.5	"R"	0	0	1	0	0	0	0
"Vie de famille, La"	1985	95	NA	5.7	22	4.5	0	0	4.5	24.5	4.5	14.5	14.5	4.5	14.5	""	0	0	0	1	0	0	0
"Labyrinth"	1959	95	NA	5.8	8	0	0	0	14.5	14.5	24.5	24.5	14.5	14.5	0	""	0	0	0	0	0	0	0
"City of the Dead, The"	1960	76	NA	6.5	419	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	14.5	"PG-13"	0	0	0	0	0	0	0
"Eve"	2002	76	NA	5.1	39	14.5	4.5	4.5	14.5	4.5	14.5	4.5	24.5	14.5	4.5	""	0	0	0	0	0	0	0
"Whore"	1991	85	NA	4.8	612	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	""	0	0	0	1	0	0	0
"Ravi Shankar: Between Two Worlds"	2001	90	NA	8	7	0	0	0	0	14.5	0	14.5	24.5	14.5	24.5	""	0	0	0	0	1	0	0
"Anatomie de l'enfer"	2004	87	NA	4.2	340	24.5	14.5	14.5	4.5	14.5	4.5	4.5	4.5	4.5	4.5	""	0	0	0	1	0	0	0
"On Location: 'Where Eagles Dare'"	1968	13	NA	6.2	52	4.5	0	4.5	4.5	14.5	14.5	14.5	14.5	4.5	24.5	""	0	0	0	0	1	0	1
"Ma vie en rose"	1997	88	NA	7.4	2228	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	24.5	"R"	0	0	1	1	0	0	0
"Billy Blazes, Esq."	1919	13	NA	6.5	23	0	0	0	0	24.5	14.5	34.5	4.5	14.5	4.5	""	0	0	1	0	0	0	1
"Practical Pig, The"	1939	8	NA	8	40	0	0	0	4.5	4.5	24.5	14.5	24.5	14.5	24.5	""	0	1	1	0	0	0	1
"Romeo Is Bleeding"	1993	104	NA	6.2	2643	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	14.5	""	0	0	0	1	0	0	0
"Tiger von Eschnapur, Der"	1938	94	NA	6.5	7	0	14.5	0	14.5	0	0	24.5	0	24.5	14.5	""	0	0	0	0	0	0	0
"Mosekongen"	1950	92	NA	4.9	11	0	0	14.5	14.5	4.5	14.5	14.5	4.5	0	4.5	""	0	0	0	0	0	0	0
"Last Dance"	1996	103	NA	5.7	994	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5	"R"	0	0	0	1	0	0	0
"Anchors Aweigh"	1945	143	NA	6.8	784	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	14.5	""	0	0	1	0	0	1	0
"Badman's Territory"	1946	97	NA	6.2	65	0	0	4.5	4.5	14.5	24.5	34.5	14.5	4.5	4.5	""	0	0	0	0	0	0	0
"Karnaval"	1999	88	NA	6.9	142	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	""	0	0	0	1	0	0	0
"Bomba, the Jungle Boy"	1949	70	NA	5.2	19	0	4.5	0	14.5	24.5	24.5	14.5	4.5	0	14.5	""	0	0	0	0	0	0	0
"Society Doctor"	1935	67	NA	5.3	18	4.5	0	4.5	4.5	4.5	44.5	14.5	4.5	0	14.5	""	0	0	0	1	0	0	0
"Screwball Football"	1939	8	NA	6.1	11	0	14.5	0	0	24.5	4.5	14.5	0	24.5	0	""	0	1	1	0	0	0	1
"Our Hospitality"	1923	65	NA	7.9	880	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	24.5	""	0	0	1	0	0	0	0
"Up in the World"	1956	87	NA	5.4	47	4.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	4.5	14.5	""	0	0	1	0	0	0	0
"First Wives Club, The"	1996	103	26000000	5.6	6434	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	""	0	0	1	0	0	0	0
"Kungsleden"	1964	106	NA	3.8	10	14.5	14.5	0	14.5	0	0	0	44.5	24.5	14.5	""	0	0	0	1	0	0	0
"Bodyguard, The"	1944	7	NA	6.1	44	0	0	4.5	4.5	4.5	24.5	24.5	24.5	4.5	4.5	""	0	1	1	0	0	0	1
"Signing Off"	1996	15	NA	7.4	40	0	0	0	4.5	4.5	14.5	14.5	24.5	24.5	24.5	""	0	0	1	0	0	0	1
"Big Kahuna, The"	1999	90	NA	6.6	3724	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	"R"	0	0	1	1	0	0	0
"Vicki"	1953	85	NA	7.4	20	0	0	0	4.5	0	24.5	14.5	34.5	14.5	14.5	""	0	0	0	1	0	0	0
"Rehearsals for Extinct Anatomies"	1988	14	NA	7.6	63	4.5	0	0	4.5	4.5	4.5	14.5	24.5	14.5	34.5	""	0	1	0	0	0	0	1
"Popeye for President"	1956	6	NA	5.8	22	0	4.5	14.5	0	24.5	24.5	4.5	4.5	0	14.5	""	0	1	1	0	0	0	1
"Convento, O"	1995	90	NA	5.1	268	14.5	4.5	4.5	14.5	4.5	4.5	14.5	4.5	4.5	14.5	""	0	0	0	1	0	0	0
"King Neptune"	1932	7	NA	5.3	16	0	0	4.5	14.5	24.5	34.5	4.5	4.5	0	4.5	""	0	1	0	0	0	0	1
"Whispering Chorus, The"	1918	86	72500	6.3	12	0	0	4.5	4.5	0	14.5	24.5	24.5	4.5	4.5	""	0	0	0	1	0	0	0
"Moglie americana, Una"	1965	114	NA	6	9	14.5	0	0	14.5	14.5	34.5	0	14.5	0	24.5	""	0	0	1	0	0	0	0
"Zorrita: Passion's Avenger"	2000	73	NA	2.4	19	24.5	24.5	14.5	4.5	14.5	4.5	4.5	0	0	14.5	"R"	0	0	1	0	0	0	0
"Longe da Vista"	1998	87	NA	6.6	16	4.5	0	0	0	0	34.5	24.5	14.5	14.5	4.5	""	0	0	0	1	0	0	0
"Macho Callahan"	1970	99	NA	4.2	47	14.5	14.5	4.5	14.5	14.5	14.5	4.5	14.5	4.5	4.5	""	0	0	0	0	0	0	0
"Boys On the Run"	2001	97	NA	5.3	36	14.5	4.5	0	4.5	24.5	4.5	14.5	4.5	14.5	14.5	"R"	1	0	0	0	0	1	0
"Huling birhen sa lupa, Ang"	2003	99	NA	6.8	12	0	4.5	0	0	24.5	14.5	4.5	0	0	44.5	""	0	0	0	1	0	0	0
"Johann Mouse"	1952	8	NA	7.6	53	4.5	0	0	4.5	4.5	14.5	14.5	24.5	14.5	24.5	""	0	1	1	0	0	0	1
"Eight Days a Week"	1997	92	NA	5.9	791	4.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	14.5	"R"	0	0	1	0	0	0	0
"Column South"	1953	82	NA	6.8	17	0	0	14.5	0	4.5	24.5	24.5	14.5	0	14.5	""	0	0	0	0	0	0	0
"Slave"	2002	102	NA	5.1	7	14.5	14.5	0	0	24.5	0	0	14.5	0	24.5	""	0	0	0	0	0	0	0
"Mandala"	1981	117	NA	6.1	24	0	0	0	0	14.5	4.5	4.5	4.5	24.5	44.5	""	0	0	0	0	0	0	0
"Eyewitness"	1956	82	NA	6	13	0	0	0	4.5	4.5	44.5	24.5	4.5	4.5	0	""	0	0	0	0	0	0	0
"Gutter Balls"	2003	29	4000	8.3	7	14.5	0	0	0	0	0	14.5	0	0	74.5	""	0	0	1	0	0	0	1
